ID,age,gender,price,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,star_rating,quality
80,82,0,13.462104592237267,6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,2.5,5
659,52,0,14.383867732179283,6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,2.5,5
659,71,0,14.441023495863101,5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,2.5,5
194,46,0,15.424643022094436,6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,3.0,6
530,53,0,14.512841659894777,7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,3.0,6
217,39,0,13.425174968472719,5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,2.5,5
322,32,0,13.846548924891735,6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,2.5,5
764,71,0,12.493360669364623,7.7,0.54,0.26,1.9,0.08900000000000001,23.0,147.0,0.99636,3.26,0.59,9.7,2.5,5
550,44,0,15.170476402244681,6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,3.5,7
854,78,0,14.739037250534581,7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,3.0,6
601,71,0,12.181218485781136,7.7,0.54,0.26,1.9,0.08900000000000001,23.0,147.0,0.99636,3.26,0.59,9.7,2.5,5
610,65,0,14.04687714036431,6.9,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,0.99508,3.45,0.63,11.5,3.0,6
42,46,0,14.001175394503107,6.6,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,3.0,6
59,56,0,14.335838947168426,6.9,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,0.99508,3.45,0.63,11.5,3.0,6
568,64,0,12.651272041373662,7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,2.5,5
773,79,0,11.233383902036937,7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,2.5,5
415,49,0,12.45980276850394,7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,2.5,5
19,20,0,15.920016831058447,6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,3.0,6
686,27,0,13.756177034856636,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,3.0,6
83,82,0,10.707775692414518,6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,1.5,3
206,73,0,14.239988054364222,6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,3.0,6
844,56,0,14.546512373851941,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,3.0,6
778,64,0,14.26222322816257,7.1,0.27,0.6,2.1,0.07400000000000001,17.0,25.0,0.99814,3.38,0.72,10.6,3.0,6
496,25,0,13.057668322903416,7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,2.5,5
479,25,0,14.83398067454661,6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,3.0,6
826,60,0,12.954455097936533,7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,2.5,5
267,21,0,12.93925065485573,6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,3.0,6
515,65,0,13.958507249514899,6.4,0.56,0.15,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,3.0,6
397,39,0,11.633120073372528,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,3.0,6
114,24,0,12.70803878984708,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.99842,3.53,0.72,9.25,3.0,6
454,25,0,13.592322447340774,6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,2.5,5
455,83,0,14.346762920982998,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,3.0,6
407,66,0,12.700560732080787,7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,2.5,5
262,25,0,12.534458900300292,6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,2.5,5
200,44,0,14.502751893470093,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,3.0,6
582,25,0,9.67890806235944,6.9,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,0.99585,3.39,0.43,9.05,2.0,4
418,72,0,12.367571115090803,6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,2.5,5
545,54,0,12.664605698354851,6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,2.5,5
467,54,0,13.549872893519494,6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,3.0,6
179,20,0,11.28651427718434,6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,2.5,5
209,64,0,13.37614568602186,6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,3.0,6
638,59,0,13.44709179701462,7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,3.0,6
655,55,0,15.559590714588255,7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,3.0,6
277,70,0,14.550114340954991,7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,3.0,6
219,73,0,16.274004930849326,6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,3.0,6
422,76,0,11.724110337202811,6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,2.5,5
9,25,0,14.459932451684908,7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,3.0,6
314,46,0,13.345779718266243,8.0,0.39,0.3,1.9,0.07400000000000001,32.0,84.0,0.99717,3.39,0.61,9.0,2.5,5
35,69,0,16.26142447439786,6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,3.5,7
626,37,0,12.726180990665396,7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,3.0,6
246,54,0,15.165008387415321,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,3.0,6
544,34,0,16.192782080663257,5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,3.0,6
211,77,0,12.823056882078435,6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,2.5,5
364,35,0,13.433429430294773,7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,2.5,5
611,70,0,13.935532254852998,6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,3.0,6
15,65,0,16.25171521657931,7.4,0.25,0.29,2.2,0.054000000000000006,19.0,49.0,0.99666,3.4,0.76,10.9,3.5,7
585,57,0,14.02125783907075,6.7,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,3.0,6
607,37,0,14.596544101715578,11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,3.0,6
297,28,0,14.479706206604977,8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,3.5,7
132,65,0,14.093677312374716,6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,3.0,6
505,31,0,11.357547165876825,7.0,0.57,0.02,2.0,0.07200000000000001,17.0,26.0,0.99575,3.36,0.61,10.2,2.5,5
431,31,0,13.978837063360354,6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,2.5,5
143,30,0,13.894075944565497,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,2.5,5
610,29,0,18.764418697936577,7.4,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,0.99419,3.24,0.7,11.4,4.0,8
481,43,0,12.105343841131264,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,2.5,5
809,50,0,12.79956558320486,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,2.5,5
738,62,0,15.270204988576527,6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,3.0,6
776,45,0,12.563011452733196,7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,2.5,5
663,79,0,14.13057120581309,6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,3.0,6
97,61,0,16.18302893744216,7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,3.5,7
699,46,0,11.416210755574033,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,2.5,5
372,35,0,13.941041556183665,6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,3.0,6
823,36,0,12.552600142618374,6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,2.5,5
876,39,0,12.104014571165942,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,2.5,5
154,36,0,12.555187898774482,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,2.5,5
16,50,0,13.01530302506611,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,2.5,5
825,25,0,12.7351449466039,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,2.5,5
751,50,0,14.192309517572028,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,2.5,5
532,35,0,12.204707525889775,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,2.5,5
188,22,0,15.224831456599624,6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,3.0,6
564,48,0,16.301887898875478,6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,3.0,6
714,53,0,12.766337869526039,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,2.5,5
788,52,0,11.915258100623188,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,2.5,5
464,55,0,14.391882937741475,6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,3.0,6
15,39,0,13.341379664982044,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,3.0,6
72,29,0,16.221396395492434,6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,3.0,6
100,70,0,11.8517190642696,7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,2.5,5
808,63,0,15.002510546564654,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,3.0,6
712,84,0,14.591555503606052,5.6,0.31,0.78,13.9,0.07400000000000001,23.0,92.0,0.99677,3.39,0.48,10.5,3.0,6
868,21,0,14.153552541676456,7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,3.0,6
299,31,0,13.744318141092506,8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,3.0,6
771,68,0,14.753240863284145,6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,3.0,6
867,37,0,16.95065613507244,6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,3.0,6
418,67,0,12.409865617771668,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,2.5,5
644,80,0,13.587670524415532,7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,3.0,6
272,34,0,12.629195906706713,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,2.5,5
317,27,0,13.128389131136315,6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,2.5,5
99,61,0,11.052459534726374,6.2,0.46,0.29,2.1,0.07400000000000001,32.0,98.0,0.99578,3.33,0.62,9.8,2.5,5
366,21,0,15.960999089275202,6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,3.5,7
28,33,0,14.696947211754225,7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,3.0,6
436,57,0,15.532451089029733,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,3.0,6
5,66,0,14.216078909628376,5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,3.0,6
392,56,0,16.497699307270675,7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,3.0,6
86,71,0,12.437741640131762,6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,2.5,5
578,69,0,14.546240529268756,6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,3.0,6
566,82,0,12.730428384359232,5.4,0.74,0.09,1.7,0.08900000000000001,16.0,26.0,0.99402,3.67,0.56,11.6,3.0,6
717,53,0,15.031051383878635,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,3.0,6
813,50,0,16.562232267344974,6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,3.0,6
445,36,0,12.60104876522645,6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,2.5,5
536,22,0,14.477282053403515,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,3.0,6
337,31,0,15.368428246386275,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,3.0,6
668,24,0,11.184925256545554,5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,2.5,5
770,34,0,14.296151279584613,6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,3.0,6
